sale_date,sale_time,file_number,case_number,firm_name,address,city,county,zip_code,opening_bid,required_down,sale_amount,continuance,sold_to,last_updated
2018-03-01 10:30:00,10:30 AM,38-896,16 CH 1748,"McCalla Raymer Leibert Pierce, LLC",938 WEST 52ND STREET,CHICAGO,Cook,60609,55000.00,25,55000.00,,Plaintiff,2018-05-30 20:26:29.680865
2018-03-02 10:30:00,10:30 AM,37-10036,17 CH 03017,"HEAVNER, BEYERS & MIHLAR, LLC",213 N. LATROBE AVE.,CHICAGO,Cook,60644,50400.00,25,50400.00,,Plaintiff,2018-05-30 20:26:29.845860
2018-03-02 10:30:00,10:30 AM,37-10758,2017 CH 10219,"CODILIS & ASSOCIATES, P.C.",2245 S. KOLIN AVENUE,CHICAGO,Cook,60623,62973.00,25,62973.00,,Plaintiff,2018-05-30 20:26:29.972859
2018-03-02 10:30:00,10:30 AM,37-9907,2017 CH 09919,"CODILIS & ASSOCIATES, P.C.",3638 N OCTAVIA AVE,CHICAGO,Cook,60634,208050.00,25,208050.00,,Plaintiff,2018-05-30 20:26:30.093860
2018-03-02 10:30:00,10:30 AM,37-10956,13 CH 15528,"CODILIS & ASSOCIATES, P.C.",4134 WEST 47TH STREET,CHICAGO,Cook,60632,341253.55,25,341253.55,,Plaintiff,2018-05-30 20:26:30.212860
2018-03-02 10:30:00,10:30 AM,37-11016,2016 CH 11410,"McCalla Raymer Leibert Pierce, LLC",5245 SOUTH SANGAMON STREET,CHICAGO,Cook,60609,50000.00,25,50000.00,,Plaintiff,2018-05-30 20:26:30.476860
2018-03-02 10:30:00,10:30 AM,37-10807,16 CH 01165 CONSOLIDATED  WITH 15 D 6025,"HEAVNER, BEYERS & MIHLAR, LLC","6033 N. SHERIDAN RD., UNIT 18F",CHICAGO,Cook,60660,188877.98,25,188977.98,,Third Party Bidder,2018-05-30 20:26:30.614860
2018-03-02 10:30:00,10:30 AM,37-10839,17 CH 03698,"JOHNSON, BLUMBERG & ASSOCIATES, LLC",6051 W WARWICK AVE,CHICAGO,Cook,60634,307912.24,25,307912.24,,Plaintiff,2018-05-30 20:26:30.714860
2018-03-02 10:30:00,10:30 AM,37-11358,2016 CH 5250,"McCalla Raymer Leibert Pierce, LLC",7404 SOUTH INGLESIDE AVENUE,CHICAGO,Cook,60619,15330.00,25,15330.00,,Plaintiff,2018-05-30 20:26:30.812859
2018-03-02 10:30:00,10:30 AM,37-10791,17 CH 9469,"CODILIS & ASSOCIATES, P.C.",7809 S. CRANDON AVENUE,CHICAGO,Cook,60649,,25,132000.00,,Plaintiff,2018-05-30 20:26:30.919862
2018-03-06 10:30:00,10:30 AM,38-882,16 CH 2391,"McCalla Raymer Leibert Pierce, LLC",10951 SOUTH AVENUE D,CHICAGO,Cook,60617,83070.00,25,83070.00,,Plaintiff,2018-05-30 20:26:31.124860
2018-03-06 10:30:00,10:30 AM,37-10886,15 CH 18171,"HEAVNER, BEYERS & MIHLAR, LLC","1133 E. 83RD ST., UNIT NO. 131",CHICAGO,Cook,60619,106950.00,25,106950.00,,Plaintiff,2018-05-30 20:26:31.246860
2018-03-06 10:30:00,10:30 AM,37-11087,15 CH 15283,"WALINSKI & ASSOCIATES, P.C.",2300 BLUE ISLAND AVE.,CHICAGO,Cook,60608,300000.00,25,300000.00,,Plaintiff,2018-05-30 20:26:31.353859
2018-03-06 10:30:00,10:30 AM,37-10822,17 CH 01906,"HAUSELMAN, RAPPIN & OLSWANG, LTD.",3003-05 WEST MADISON,CHICAGO,Cook,60612,17804.87,25,40200.00,,Third Party Bidder,2018-05-30 20:26:31.561859
2018-03-06 10:30:00,10:30 AM,37-10876,17 CH 07442,"HEAVNER, BEYERS & MIHLAR, LLC",3619 S. FRANCISCO,CHICAGO,Cook,60632,80900.00,25,80900.00,,Plaintiff,2018-05-30 20:26:31.847860
2018-03-06 10:30:00,10:30 AM,37-10751,17 CH 00625,"HEAVNER, BEYERS & MIHLAR, LLC","4280 W FORD CITY DRIVE, UNIT 507",CHICAGO,Cook,60629,7710.00,25,7810.00,,Third Party Bidder,2018-05-30 20:26:31.945860
2018-03-06 10:30:00,10:30 AM,37-10325,17 CH 1095,"JOHNSON, BLUMBERG & ASSOCIATES, LLC",438 W. 102ND PLACE,CHICAGO,Cook,60628,41680.00,25,41680.00,,Plaintiff,2018-05-30 20:26:32.057864
